Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,504.76001,510.95999000000006,489.95001,496.42001,496.42001,931800000.0
2000-01-04,497.04999,497.04999,478.20001,478.38,478.38,1009000000.0
2000-01-05,478.38,479.48001,467.56,478.82999,478.82999,1085500000.0
2000-01-06,478.82999,480.19,474.39999000000006,475.34,475.34,1092300000.0
2000-01-07,475.34,488.31,475.34,488.31,488.31,1225200000.0
2000-01-10,488.31,505.95999000000006,488.31,501.89001,501.89001,1064800000.0
2000-01-11,501.89001,501.91,492.56,492.60999,492.60999,1014000000.0
2000-01-12,492.60999,494.84,487.09,490.04001,490.04001,974600000.0
2000-01-13,490.04001,501.19,490.04001,501.19,501.19,1030400000.0
2000-01-14,501.19,508.10999,501.19,507.56,507.56,1085900000.0
2000-01-18,507.56,513.46002,506.20001,513.46002,513.46002,1056700000.0
2000-01-19,513.46002,520.02002,511.89001,520.02002,520.02002,1087800000.0
2000-01-20,520.02002,528.22998,520.02002,527.28003,527.28003,1100700000.0
2000-01-21,527.28003,533.9500099999998,526.65997,533.94,533.94,1209800000.0
2000-01-24,533.94,540.59998,522.27002,522.9500099999998,522.9500099999998,1115800000.0
2000-01-25,522.96002,525.27002,513.69,521.59003,521.59003,1073700000.0
2000-01-26,521.59003,524.39001,520.35999,521.03998,521.03998,1117300000.0
2000-01-27,521.03998,526.02002,513.72998,517.02002,517.02002,1129500000.0
2000-01-28,517.02002,517.10999,503.06,504.62,504.62,1095800000.0
2000-01-31,504.62,504.62,488.53,496.23001,496.23001,993800000.0
2000-02-01,496.23001,503.75,492.64999000000006,503.75,503.75,981000000.0
2000-02-02,503.75,511.45999000000006,503.75,509.89001,509.89001,1038600000.0
2000-02-03,509.89001,521.63,509.89001,521.63,521.63,1146500000.0
2000-02-04,521.63,527.28998,521.63,525.52002,525.52002,1045100000.0
2000-02-07,525.52002,532.40002,525.52002,532.39001,532.39001,918100000.0
2000-02-08,532.39001,539.15002,532.39001,537.48999,537.48999,1047700000.0
2000-02-09,537.51001,541.4299900000002,534.90002,536.0,536.0,1050500000.0
2000-02-10,536.01001,542.21002,536.01001,542.21002,542.21002,1058800000.0
2000-02-11,542.21002,544.02002,534.64001,537.09998,537.09998,1025700000.0
2000-02-14,537.09998,539.94,533.51001,539.94,539.94,927300000.0
2000-02-15,539.97998,540.35999,533.08002,540.23999,540.23999,1092100000.0
2000-02-16,540.23999,549.6799900000002,540.23999,547.76001,547.76001,1018800000.0
2000-02-17,547.76001,559.08002,547.76001,558.41998,558.41998,1034800000.0
2000-02-18,558.41998,560.34998,544.33002,545.6799900000002,545.6799900000002,1042300000.0
2000-02-22,545.6799900000002,547.5499900000002,531.40002,540.9500099999998,540.9500099999998,980000000.0
2000-02-23,540.9500099999998,549.9299900000002,540.9500099999998,549.90997,549.90997,993700000.0
2000-02-24,549.90997,556.23999,547.33002,554.03998,554.03998,1215000000.0
2000-02-25,554.03998,561.0499900000002,554.03998,556.73999,556.73999,1065200000.0
2000-02-28,556.73999,559.81,548.13,557.6799900000002,557.6799900000002,1026500000.0
2000-02-29,557.6799900000002,577.71997,557.6799900000002,577.71002,577.71002,1204300000.0
2000-03-01,577.71002,589.38,577.71002,588.34998,588.34998,1274100000.0
2000-03-02,588.34998,591.40997,579.7999900000002,584.03998,584.03998,1198600000.0
2000-03-03,583.90997,597.88,583.90997,597.88,597.88,1150300000.0
2000-03-06,598.19,604.01001,598.19,601.64001,601.64001,1029000000.0
2000-03-07,601.62,606.87,595.15002,595.46997,595.46997,1314100000.0
2000-03-08,595.46997,600.39001,579.15997,594.6799900000002,594.6799900000002,1203000000.0
2000-03-09,594.73999,606.0499900000002,591.7000099999998,606.0499900000002,606.0499900000002,1123000000.0
2000-03-10,606.10999,614.15997,603.7999900000002,603.81,603.81,1138800000.0
2000-03-13,603.81,603.81,582.91998,590.14001,590.14001,1016100000.0
2000-03-14,590.14001,600.53003,572.56,572.98999,572.98999,1094000000.0
2000-03-15,572.98999,576.47998,556.4299900000002,558.87,558.87,1302800000.0
2000-03-16,558.88,574.23999,546.21997,574.23999,574.23999,1482300000.0
2000-03-17,574.23999,576.58002,567.37,574.77002,574.77002,1295100000.0
2000-03-20,574.78998,574.78998,548.8200099999998,549.2000099999998,549.2000099999998,920800000.0
