Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,82.25,82.25,78.8125,80.09375,61.62486,696800.0
2000-01-04,79.4375,79.54688,76.9375,77.375,59.533,1959700.0
2000-01-05,77.40625,78.625,76.0,78.125,60.1101,1249700.0
2000-01-06,77.375,78.75,77.375,77.4375,59.58115,404900.0
2000-01-07,78.0,81.0,77.875,81.0,62.32213,416700.0
2000-01-10,81.3125,82.875,81.0625,82.625,63.57245,520200.0
2000-01-11,82.125,82.125,79.875,80.15625,61.67298,700300.0
2000-01-12,80.4375,80.5625,79.0625,79.375,61.07182,627300.0
2000-01-13,79.90625,81.8125,79.90625,81.3125,62.56257,701800.0
2000-01-14,82.5625,83.1875,82.0625,82.5625,63.52435,628000.0
2000-01-18,81.875,82.75,81.625,82.59375,63.5484,857100.0
2000-01-19,82.53125,83.40625,82.0625,83.0,63.86097,449200.0
2000-01-20,83.5625,83.6875,82.1875,83.0,63.86097,853200.0
2000-01-21,83.5,83.54688,82.53125,83.0,63.86097,302000.0
2000-01-24,84.4375,84.4375,80.875,81.0,62.32213,1189600.0
2000-01-25,81.6875,81.6875,79.75,81.0625,62.37024,1236800.0
2000-01-26,81.5625,82.375,80.875,80.875,62.22598000000001,1013400.0
2000-01-27,81.65625,82.40625,79.875,81.29688,62.55055,901400.0
2000-01-28,80.625,81.25,78.4375,78.6875,60.54288,1011400.0
2000-01-31,79.1875,79.53125,77.40625,79.3125,61.02376999999999,706800.0
2000-02-01,79.5625,80.375,78.76562,80.125,61.6489,929300.0
2000-02-02,80.46875,81.65625,80.4375,81.0,62.32213,683700.0
2000-02-03,81.78125,82.3125,80.625,82.1875,63.23582,634000.0
2000-02-04,82.3125,82.75,81.3125,81.46875,62.68278000000001,659300.0
2000-02-07,81.6875,82.1875,81.4375,82.1875,63.23582,423900.0
2000-02-08,83.0,83.3125,82.3125,83.0,63.86097,1022300.0
2000-02-09,83.375,83.375,81.0625,81.5,62.70681,1005600.0
2000-02-10,82.03125,82.90625,81.75,82.625,63.57245,1147200.0
2000-02-11,82.90625,83.0625,80.9375,81.5625,62.75492,1719100.0
2000-02-14,81.9375,82.125,80.8125,81.75,62.89924,705900.0
2000-02-15,81.375,82.1875,80.17188,81.875,62.99536,476400.0
2000-02-16,81.75,82.625,81.625,81.78125,62.92323,481400.0
2000-02-17,82.5625,83.4375,81.9375,83.0,63.86097,348300.0
2000-02-18,83.17188,83.17188,80.1875,80.4375,61.88934,562500.0
2000-02-22,80.625,81.0625,79.0625,80.375,61.84126,809500.0
2000-02-23,80.90625,82.53125,80.4375,82.0625,63.13963,1373600.0
2000-02-24,82.5,83.0625,81.25,83.0,63.86097,638500.0
2000-02-25,82.6875,83.5625,81.875,82.0,63.09156,564100.0
2000-02-28,82.03125,82.875,80.5,82.5625,63.52435,566600.0
2000-02-29,83.5,85.5,83.5,85.5,65.78448,756200.0
2000-03-01,85.875,86.5625,85.375,86.3125,66.40965,547400.0
2000-03-02,86.375,86.79688,85.3125,85.6875,65.92874,399600.0
2000-03-03,86.6875,88.25,86.4375,88.09375,67.78014,658700.0
2000-03-06,88.15625,89.125,87.5,88.46875,68.06866,546600.0
2000-03-07,89.1875,89.21875,86.875,87.375,67.22712,629800.0
2000-03-08,88.0,88.4375,85.4375,87.25,67.13095,888600.0
2000-03-09,87.4375,89.0625,86.875,89.0,68.47746,245600.0
2000-03-10,89.0,90.4375,88.875,89.375,68.76597,1713000.0
2000-03-13,86.25,88.4375,85.75,86.25,66.36154,252700.0
2000-03-14,87.3125,88.125,83.875,84.1875,64.77464,685500.0
2000-03-15,84.0625,84.96875,83.0,84.125,64.72655999999999,853900.0
2000-03-16,85.21875,89.625,84.375,89.15625,68.5976,1220900.0
2000-03-17,88.875,90.0,88.5625,90.0,69.38613000000001,1274300.0
2000-03-20,89.4375,90.25,87.0,87.125,67.16962,532100.0
2000-03-21,86.84375,88.75,85.1875,88.5,68.22971,732900.0
2000-03-22,89.1875,91.125,89.0,90.6875,69.91619,602400.0
2000-03-23,90.6875,91.84375,90.25,91.25,70.34982,572800.0
2000-03-24,91.625,93.03125,90.6875,91.8125,70.7835,437600.0
2000-03-27,92.0,92.5,90.9375,91.46875,70.51844,317800.0
2000-03-28,91.3125,91.75,89.5,89.5,69.00067,275100.0
2000-03-29,90.25,90.25,87.59375,88.25,68.03697,805500.0
2000-03-30,89.25,90.4375,87.125,88.125,67.94059,1116000.0
2000-03-31,90.25,91.8125,88.1875,91.25,70.34982,2444300.0
2000-04-03,91.125,91.3125,87.78125,87.875,67.74786999999999,830500.0
2000-04-04,88.75,88.84375,81.0,87.4375,67.41055,1451100.0
2000-04-05,86.3125,89.0,85.125,87.34375,67.33825999999999,522000.0
2000-04-06,88.5,89.75,87.5,89.21875,68.78381999999999,843200.0
2000-04-07,90.0625,90.3125,89.4375,90.0,69.38613000000001,453100.0
2000-04-10,90.25,90.25,86.875,86.875,66.97688000000001,418200.0
2000-04-11,85.875,88.375,85.0625,87.09375,67.14554,683700.0
2000-04-12,87.5,88.0,85.4375,85.5,65.91682,525200.0
2000-04-13,86.25,87.125,84.625,84.75,65.33858000000001,457400.0
2000-04-14,83.5625,83.875,78.0,79.0,60.9056,1557300.0
2000-04-17,77.6875,82.75,77.6875,82.0,63.21851,1659500.0
2000-04-18,82.25,85.125,81.5625,85.125,65.62768,2134800.0
2000-04-19,85.25,85.5,84.0,84.625,65.24226,613100.0
2000-04-20,84.875,85.5,83.625,84.8125,65.38678,337500.0
2000-04-24,82.9375,84.0625,82.34375,83.3125,64.23035,438000.0
2000-04-25,84.8125,87.15625,84.75,87.15625,67.19373,642900.0
2000-04-26,87.25,87.75,85.875,86.125,66.39869,1107100.0
2000-04-27,84.875,87.25,84.4375,87.25,67.26598,896800.0
2000-04-28,88.125,89.125,87.25,88.375,68.13333,650800.0
2000-05-01,88.9375,90.25,88.57812,89.625,69.09703,687700.0
2000-05-02,89.125,89.6875,86.90625,86.90625,67.00099,682900.0
2000-05-03,86.84375,87.0625,84.25,85.65625,66.03732,384000.0
2000-05-04,86.25,88.21875,85.9375,88.0625,67.8924,2003000.0
2000-05-05,87.8125,89.5,87.5625,89.4375,68.95246999999999,361300.0
2000-05-08,88.5625,89.5,88.25,88.3125,68.08513,643900.0
2000-05-09,89.0625,89.125,87.0,87.625,67.5551,1032500.0
2000-05-10,87.375,87.375,85.0,85.375,65.82044,586400.0
2000-05-11,86.25,87.5,85.625,87.5,67.45877,387100.0
2000-05-12,88.0625,89.0,87.5625,87.5625,67.50697,508900.0
2000-05-15,88.0625,88.875,86.75,88.625,68.32608,373000.0
2000-05-16,89.75,90.40625,89.0,89.90625,69.31384,696200.0
2000-05-17,88.5,89.6875,88.25,89.28125,68.83199,289200.0
2000-05-18,89.1875,89.5625,87.9375,88.9375,68.567,332400.0
2000-05-19,87.0625,87.5625,85.875,86.0,66.30232,184200.0
2000-05-22,86.4375,86.4375,83.5,84.9375,65.48316,430200.0
2000-05-23,84.9375,85.875,83.625,83.625,64.47126999999999,270400.0
2000-05-24,83.875,85.1875,82.21875,85.0,65.53135,1887000.0
2000-05-25,85.375,86.1875,84.09375,84.25,64.95312,929000.0
2000-05-26,84.5625,84.96875,83.8125,84.375,65.04951,310400.0
2000-05-30,85.625,87.09375,85.375,87.0625,67.12145,597600.0
